id,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
935,61ZM92T2zaXIVsqncThQzC,In Your Eyes (feat. Alida),Robin Schulz,74,7Aq8cN8Br8AHcDqC327dlV,In Your Eyes (feat. Alida),1/10/2020,EDM House & Dance,5CTzufLc0f6MufjKYrIaoO,edm,pop edm,0.57,0.672,8,-5.89,0,0.0723,0.177,0,0.0768,0.448,120.019,208222
936,51Wao8QZ4Fv4zamKbRnKQd,Bird Song,Elderbrook,61,3EWFbpqL5iBAL9L7Zoydxj,Old Friend,11/27/2018,Electro Posé - Discoveries,6nZaTh6K1SwhdELFTmA99C,edm,electro house,0.882,0.391,0,-12.351,1,0.0444,0.613,0.131,0.108,0.26,120.002,196319
937,6g6kytbKycDE4APQf70qJv,Samurai,Rafael Cerato,16,0lpYxKHYgL2LtuUrgc1CZK,Samurai,12/4/2017,Underground Party | Hypnotic | Minimal | Acid | Big Room | Tech | Liquid,29jj7pQlDqnWclbHQk21Rq,edm,progressive electro house,0.661,0.829,11,-8.606,0,0.0406,0.00211,1.25e-06,0.0845,0.0861,123.985,501290
938,5CQ30WqJwcep0pYcV4AMNc,Stairway to Heaven - Remaster,Led Zeppelin,78,44Ig8dzqOkvkGDzaUof9lK,Led Zeppelin IV (Deluxe Edition),11/8/1971,Permanent wave,0tOy7ZY4E2PadXIyj8zU43,rock,permanent wave,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,482830
939,4TWweFic7KA6u4yrm92guH,Make Way,Keith Cullen,29,0PL2bfLpPlfqVdJcIoNdx3,Make Way,8/16/2019,EDM Pop,2d3oOPO0csDU40JyiGwFaF,edm,pop edm,0.525,0.843,0,-5.247,1,0.0512,0.156,0,0.063,0.614,149.995,224064
940,6t94PGXYAuo9GbJEnMpPcW,La Forma en Que Me Miras,Super Yei,77,4C1RvpT7vJ7H8j21larWQU,La Forma en Que Me Miras,8/4/2018,Academia Reggaetón,37i9dQZF1DXd8p9XRfIfUn,latin,reggaeton,0.656,0.662,1,-1.387,1,0.191,0.149,8e-06,0.16,0.573,189.983,307435
941,6TfeXwJihJRuBW3mFpib6J,DANCE,CLMD,76,4YIOg7I2h6ISBGXijrVtLi,DANCE,10/18/2019,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.766,0.548,7,-7.834,1,0.0373,0.0263,1.81e-06,0.21,0.552,122.012,174448
942,3NkjZjZJLoiH03E70qs8xe,To The Sun,Deniz Koyu,0,09glJsqh87tEcCPQ9GIDbd,To The Sun,9/22/2014,Vocal House,5PCAWKfUWAUj8VeY8G7xRQ,edm,progressive electro house,0.552,0.852,7,-4.682,0,0.0342,0.000589,0.728,0.273,0.367,126.006,383452
943,7mlCjrg35a736O46QN8jGg,Breathe,Hugh Graham,20,22XVqStmedn3s37KipIvhp,Breathe,11/19/2019,Bounce United,08QTrfsYYouffgnPjmllAQ,edm,big room,0.635,0.673,0,-5.706,0,0.139,0.025,6.59e-06,0.26,0.374,127.865,165000
944,2eU63GLRBeMOszGRTCEE9E,California Love - Original Version,2Pac,2,6KwC7GaK6R7Uphby8bnmqk,2Pac Greatest Hits (Explicit Version),1/1/1998,Oldschool Gangsta Rap 👑,0t9TeyXE2mWe70JT3YwSoH,rap,gangster rap,0.761,0.835,7,-3.076,1,0.0425,0.031,1.44e-06,0.387,0.766,91.524,284907
945,3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,Billie Eilish,97,4i3rAwPw7Ln2YrKDusaWyT,everything i wanted,11/13/2019,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426
946,4HMwwViGzjq4ljvJJmbejx,Boys - Coldabank Remix,Charli XCX,25,3zi1M6oJ2IEWHXXlHoglvc,Boys (Coldabank Remix),9/1/2017,Pop EDM Remixes,4aUEH3uhbofktrFkXOOaKj,edm,pop edm,0.704,0.878,11,-3.303,0,0.0639,0.00455,0.0337,0.308,0.711,125.989,236190
947,6nQsRIuMfd5o0rJGE5kDKp,Conjunction,CASIOPEA,0,5XCOTqG63V60nS82PmqMBe,Asian Dreamer,8/10/2010,City Pop 1985 シティーポップ,3j2osvmecEao5nmo9jZ5df,rock,album rock,0.58,0.761,8,-11.003,1,0.0499,0.0751,0.41,0.0449,0.891,139.196,172160
948,6XUihIoux2jn7OR0jRviZG,That's The Way Love Is,Bobby Brown,8,6XFsdbs9jFqzQsN47OBmVH,Remixes In The Key Of B,12/21/1993,New Jack City,6RLvj5OnEuPzI1P02KwnzK,r&b,new jack swing,0.702,0.897,1,-6.615,1,0.0618,0.00216,0.000224,0.342,0.591,108.03,440627
949,3bbL4PKzyZZC31EwTslTEp,Do You Remember,Ballin Entertainment,0,5L1xcowSxwzFUSJzvyMp48,Ultimate Freestyle Mega Mix,4/20/2008,Latin Hip Hop/Freestyle,2MYEUjX0YAI9dxrBDzoCK7,latin,latin hip hop,0.709,0.752,10,-12.614,0,0.0367,0.00182,0.103,0.093,0.962,129.266,127399
950,3L7RtEcu1Hw3OXrpnthngx,Don't You Want Me,The Human League,74,3ls7tE9D2SIvjTmRuEtsQY,Dare!,1981,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.731,0.738,9,-8.125,0,0.0377,0.184,0,0.214,0.958,117.656,236920
951,63G6iIKfvS3CxMU34SuhbI,Latinoamérica Morena,Rapper School,52,30fDSUAJACewPShPZjadjT,Latinoamérica Morena,8/12/2016,HIP-HOP: Latin Rap ['89-present],5fWgI0IJ1el5NB1sZ0Egsx,latin,latin hip hop,0.657,0.832,6,-5.085,0,0.136,0.125,0,0.149,0.75,90.054,443533
952,1Ia95g66IhlAJ3qVI4qI8W,Slow,SHY Martin,66,6u4ZwK6xSWHhREBVzhjQg6,Slow,1/10/2020,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,edm,pop edm,0.636,0.243,2,-9.509,1,0.04,0.815,0,0.111,0.239,142.016,163547
953,5WzGODvJyAvXhMlWLtjuAZ,Starchild,Ummet Ozcan,47,6M7CUkeMmuzC6YwCZoUrwj,Starchild,12/14/2018,Fresh EDM | Progressive House | Electro House | Trap | Deep House | Electronic | Future House/Bass,0FCHg9zJMNNiOokh3hVcxd,edm,progressive electro house,0.654,0.873,0,-3.353,1,0.0318,0.191,0.00294,0.0961,0.474,124.001,156774
954,1KHLzYL1noQJJy6JY7txx2,It Never Rains (In Southern California),Tony! Toni! Toné!,11,5VCZ2rE2UGlYY7IFyR4EqF,90's Soul Number 1's,1/1/2007,Neo-Soul / Soulful R&B,4F3xAxHxeBwXhK6k6GPnrW,r&b,neo soul,0.718,0.469,5,-9.655,1,0.048,0.27,0,0.0469,0.826,79.901,302160
955,1W3PmIlBplo5X5T67yLmY5,Rehén,Arcangel,66,0CPLMVp7rMi3BkzAMve96K,Historias de un Capricornio,12/20/2019,Reggaeton 2020 ☀,7xWuNevFBmwnFEg6wzdCc7,latin,reggaeton,0.76,0.682,11,-5.566,0,0.0834,0.264,2.71e-06,0.139,0.889,186.034,175447
956,62o8KoI44JfN7aYxgTnPvh,Mala Mía,Maluma,74,3Bj8Yd9ANO4KufZkqOmG0W,Mala Mía,8/10/2018,Fiesta Latina Mix 🎈🎉💃🏻🕺🏻☀️🏖,2kY6lVc5EcVfI5WNKmPQQG,latin,latin pop,0.749,0.752,6,-4.883,1,0.345,0.31,0,0.232,0.901,180.049,183753
957,4Ysoro1Osfsz5e0d2hAK33,Pense em Mim,Johnny Hooker,44,4ZxzTMUSVjEr933HKTrH11,Pense em Mim,6/21/2019,Orgulho Tropical,37i9dQZF1DWZ8fJXMbebf9,latin,tropical,0.419,0.454,5,-7.679,1,0.0536,0.227,0,0.158,0.396,178.586,186322
958,0gTAcOg1yS6KY3eMaYlpKg,Supernatural,Apollo LTD,0,3Y0j2sKJ32GdaSQdPz5KH1,Out Of Body,3/9/2018,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.619,0.94,2,-5.359,1,0.0637,0.00107,2.85e-05,0.0805,0.743,119.994,213400
959,6iwkQs6nzwXmdgPH9vnIr9,Something Good Can Work (The Twelves Remix),Two Door Cinema Club,0,5HzQrjf5H9GnzOOCOYYcNp,Kitsuné Maison Compilation 9 (Petit Bateau Edition),4/20/2010,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.662,0.904,2,-6.055,0,0.0359,0.00789,0.413,0.0525,0.591,119.936,249280
960,4KgboiBmi0XOSVLMXhnG5A,Veneno,Zoé,52,45fpjQkEMNvYJn5SGPcCSX,Rocanlover,11/19/2003,②⓪①⑨ mixed,2bOjjgN1S3Gqd8vSMyafvJ,rock,permanent wave,0.471,0.865,9,-7.372,0,0.0336,0.0986,0.00785,0.232,0.433,144.058,266867
961,7knYmZG6hwaxPiM2EWolTg,Past Adventures,Brendon Moeller,37,1eYCpCcVsvVoIZgZ2XyBnV,Fallen Angels,2/22/2019,Tropical Vibes,37i9dQZF1DX6RA5ZrA5a23,latin,tropical,0.693,0.851,11,-5.751,1,0.0356,0.0365,0.837,0.0878,0.579,124.003,342339
962,1OxcIUqVmVYxT6427tbhDW,Fly Away,Lenny Kravitz,70,6MCNMOCRsh6nxs7PNzc0zN,5,5/12/1998,Hard Rock Cafe Classics,3sv5ViKoPDNnZRsklzEGMN,rock,hard rock,0.586,0.872,7,-5.066,1,0.0483,0.018,0,0.622,0.729,159.925,221333
963,0vzgV6YG3UduVRrkdW8fhc,All over the World,Louzada,29,17S4TY9eaIDDYeEkX5S2NS,The Z Files,8/23/2019,HARD ROCK Vibes,28817h8FTrRI4V40DqHVaB,rock,hard rock,0.615,0.905,0,-4.539,1,0.0593,0.00158,0,0.104,0.611,119.982,212246
964,2p1AlnJxp15v7ohNuLwjbl,Hijo De La Noche,Duki,2,0EPCE8AIaBnsPgQy6tWwD0,Hijo De La Noche,4/20/2018,Trapperz Argentina,37i9dQZF1DWXrVH01e3PIE,rap,trap,0.7,0.82,4,-4.126,0,0.0351,0.196,0,0.258,0.313,129.973,206885
965,1lxswgIpzV6HhENRvkflES,Chillax (feat. Ky-Mani Marley),Farruko,69,1zFp5Q3Dgo8wmKsmfZ23QX,Visionary,10/23/2015,Reggaeton Classics,37i9dQZF1DX8SfyqmSFDwe,latin,reggaeton,0.827,0.646,1,-4.727,0,0.0766,0.0724,0,0.247,0.512,92.057,197840
966,55BmcYqf7OCjepGCKfmJRo,Strangers,Far Out,6,4Tg6Hd3sEe1UHg4sjAx6sm,Strangers,3/22/2019,Pop EDM,5EgzhnSirHRvu1AqlFLllv,edm,pop edm,0.499,0.872,5,-4.58,1,0.102,0.0561,0,0.106,0.25,146.888,188147
967,3jjujdWJ72nww5eGnfs2E7,Adore You,Harry Styles,88,7xV2TzoaVc0ycW7fwBwAml,Fine Line,12/13/2019,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,r&b,hip pop,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133
968,3uaVLkgDqlYy153yFBUVtl,Mustapha - Remastered 2011,Queen,43,2yuTRGIackbcReLUXOYBqU,Jazz (2011 Remaster),11/10/1978,The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,rock,album rock,0.595,0.628,5,-9.902,0,0.123,0.48,2.64e-06,0.0709,0.485,152.742,181027
969,4qQnE12IwOkgPUOtvPJW3Q,Radio Love - Dualities Remix,Lucas Estrada,49,5sVm5DWr9vLTl9msqh7G62,Radio Love (Dualities Remix),10/25/2019,New House   ‍,54XvQQsViMBwjO1ws2o2wx,edm,electro house,0.718,0.865,9,-5.22,0,0.0369,0.0225,1.61e-06,0.0731,0.207,121.931,180984
970,5JxZZiXd8rVwHu0xEFvxr2,Talkin' My Shit,Quin Nfn,59,7mDCo8ejyIyI810PsHG4lM,4NUN,10/25/2019,GANGSTA RAP,3DUkl93JjPdOyX83SJr5ms,rap,gangster rap,0.951,0.322,1,-13.615,1,0.588,0.00136,0,0.211,0.366,126.01,162820
971,1t8VoYuUY5oA2QKbquMZQp,Down Came the Rain,Electric Light Orchestra,49,4JjLldxv4cJVhZpkyJIq4C,Jeff Lynne's ELO - From Out Of Nowhere,11/1/2019,Classic Rock Now,37i9dQZF1DX0fWtUuB7bFE,rock,classic rock,0.548,0.823,0,-7.313,1,0.037,0.105,0.914,0.651,0.574,114.02,208093
972,0gVzoccE87SIDksf9FuPTI,Mala (feat. Nio Garcia & Casper Mágico) - Remix,Reykon,40,1dWwPj18D1ZaQsfYhrwGre,Mala (feat. Nio Garcia & Casper Mágico) [Remix],7/20/2018,Reggaeton 2020 😍 🔥,03sDEv7FN58Mb9CJOs1Tgn,latin,reggaeton,0.783,0.771,5,-3.804,1,0.122,0.162,0.000471,0.0782,0.86,171.953,294419
973,43tgC5pTYJpc5D3C9HRwEg,Slow Down (with Calvin Harris),Normani,55,3OKTeMekMHZCvwlp7uttPE,Normani x Calvin Harris,10/22/2018,PROJECT: Contemporary,6HaCi9bqaiuSZEDfCEmwyo,r&b,urban contemporary,0.853,0.693,0,-4.337,1,0.0524,0.0855,7.16e-05,0.11,0.547,124.049,205986
974,14mYQm3y6GMmfylkL1DsFg,Put That Woman First,Jaheim,37,65VxTGpDPYJJ73hRoxlIij,Still Ghetto,11/5/2002,R&B 80's/90's/00's,2Ey63yNQeC9Yto7JwX9BGJ,r&b,new jack swing,0.623,0.503,5,-8.783,0,0.199,0.538,0,0.168,0.494,78.951,245733
975,7qrBYrivpvfXUPBMmqh3dA,5:32pm,The Deli,70,5GlqARIKJdOkuXKgvdouwz,Vibes 2,10/17/2016,Sunny Beats,37i9dQZF1DXbtuVQL4zoey,latin,tropical,0.691,0.186,10,-13.672,0,0.0487,0.686,0.934,0.0762,0.548,86.383,136914
976,3E1DLz9jCFpvtQp9u9kKnH,Man With The Bag,Jessie J,54,12VFW6qpEFjwKbMphXZpQG,Man With The Bag,11/8/2015,Christmas Soul,6FZYc2BvF7tColxO8PBShV,r&b,neo soul,0.637,0.707,7,-3.534,1,0.0906,0.596,0,0.363,0.72,141.242,161973
977,1Q48AM3uKnWdZEN7UJng6R,Shake Ya Ass,Mystikal,23,4kZYTAPsFA5nOs5y6zxRHe,Cut Killer Show 2,5/26/2010,Dirty South Rap Classics by DJ HOTSAUCE,0tLHH1C4HkWEUCXXSSjbOe,rap,southern hip hop,0.916,0.462,7,-10.472,1,0.406,0.0602,0,0.347,0.702,98.22,234733
978,1qjDzdS3AKkTSCNsEp7mht,Feather,Lost Kings,45,4a6vKA5BaGEinYrKowtcRG,Lost Angeles,10/25/2019,Dancefloor Beats,6mMk6QCzEgT3QGaCV1R4S5,edm,big room,0.756,0.629,2,-6.604,1,0.0393,0.305,1.86e-05,0.135,0.433,141.003,211320
979,1tNJrcVe6gwLEiZCtprs1u,3 Nights,Dominic Fike,86,1DNx0H5ZX1ax3yyRwtgT4S,"Don't Forget About Me, Demos",10/16/2018,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin hip hop,0.815,0.518,7,-6.594,0,0.0897,0.223,0,0.104,0.877,151.891,177667
980,7LkktUSWNxyR7YGVqQKjXt,Wngs,NxWorries,46,0K3FiXt6ekJTWaUku3LpHL,Yes Lawd!,10/21/2016,I Love My Neo-Soul,37i9dQZF1DX44dZ4p5QLf4,r&b,neo soul,0.646,0.843,2,-7.246,1,0.114,0.329,1.97e-05,0.194,0.729,77.084,96600
981,6lOmfzHdghYI460aMyQKU2,Culpables,"Drako ""El Principe""",2,40oqYUDkxCfsedVpoOk69T,Culpables,1/25/2019,Urbano: Latino Vibes,0VsVywryrqLhHmsVFVcOAg,latin,latin hip hop,0.729,0.44,0,-13.32,0,0.169,0.19,0.00203,0.0775,0.482,88.997,241371
982,4KDInmaLE3gg13xXfGFT49,Tengo Tantas Ganas de Ti,Arcangel,0,6yPjXW0WhOnJbRGl2wLtA4,Flow Violento Vol.1,4/11/2019,Reggaeton De Ayer,37i9dQZF1DWWU6Rfto8Ppm,latin,reggaeton,0.862,0.593,6,-5.763,0,0.0498,0.0372,0.000527,0.752,0.511,112.004,172460
983,1HfMVBKM75vxSfsQ5VefZ5,Lose You To Love Me,Selena Gomez,93,3tBkjgxDqAwss76O1YHsSY,Lose You To Love Me,10/23/2019,Most Popular 2020 TOP 50,1fqkbjEACMlekdddm5aobE,r&b,urban contemporary,0.505,0.34,4,-9.005,1,0.0438,0.576,0,0.21,0.0916,101.993,206459
984,3qLNrqE1uED102WDOqAIhl,Into The Sunset - Dannic Remix,Mako,25,0miktYaoJrLk1t31nDY8eA,Into The Sunset (Remixes),8/12/2016,Hands Up‏‏​​   ‍,1lSdljPk8zcAdXVMUduDia,edm,progressive electro house,0.63,0.886,7,-2.869,0,0.0406,0.0127,0.000309,0.0809,0.449,128.01,301875
985,6AOsz26oASRoCK1Cm1ioJP,I Wanna Be the One,Stevie B,46,3prEGwGL7WsXkiQ2zveo2A,Best Of Stevie B,1/1/1991,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),1oReEujyWpQv2OX68BVPPA,latin,latin hip hop,0.693,0.888,7,-8.579,0,0.0646,0.102,1.84e-05,0.443,0.79,121.069,298173
986,456xBIOmLRoLzCvCzZrWge,Safari,J Balvin,71,4cGc9Eeb3Gjff2Aq5ILLEf,Energía,6/24/2016,Latin Village 2019,3JcJCsvBnRsA6oc7eUYDSB,latin,latin hip hop,0.689,0.675,0,-4.281,1,0.32,0.531,3.17e-06,0.115,0.604,180.065,205600
987,6i4hX1H06CZsc5GPSjnVRB,What's Your Name,Lynyrd Skynyrd,0,6TBwXfQCeLoVIOW53dNLqz,The Complete Collection,1/1/2008,Southern Rock/Classic Rock,0QUlq0LMDVXSBtbyYLTyZh,rock,classic rock,0.666,0.593,2,-7.612,1,0.0284,0.677,1.46e-05,0.104,0.96,135.196,211867
988,3GoYTwEBcxkJatB0Z9Gi4V,Scream and Shout,SLORAX,44,4NqSQyeRxJTRtfRdNOMAKU,Scream and Shout,12/21/2018,🔊BASSBOOSTED🔊⚡ELECTRO HOUSE⚡🔥EDM CAR MUSIC2018/2019🔥,4GSiiL8tcMgvoV7K1IADb8,edm,electro house,0.818,0.484,0,-9.438,1,0.156,0.703,0.00509,0.0858,0.385,121.958,147354
989,1twBt7aZiy7HWPG025QGuP,Aerials,System Of A Down,10,4DR0GWo7w2GJyQnFVa4jAB,Toxicity,1/1/2001,Workout Hard Rock,4TG1lzMD9HFvZ9E1Bk6Gnu,rock,hard rock,0.404,0.923,0,-4.235,0,0.0547,0.00107,0.0163,0.0637,0.248,81.058,235600
990,7sT08ys9gXDvYNyTP80zvs,Achilipú,El Gran Combo De Puerto Rico,48,2yc30O2X7cCE2LTzJCzO3l,Sin Salsa No Hay Paraíso,3/30/2010,Fiesta Latina Mix 🎈🎉💃🏻🕺🏻☀️🏖,2kY6lVc5EcVfI5WNKmPQQG,latin,latin pop,0.69,0.684,5,-4.683,0,0.0492,0.514,0,0.105,0.976,89.916,281547
991,1S6zXoXhfalX2ETKo337Md,YES or YES,TWICE,7,38QQgShZFuEAJJw1A6hz3x,YES or YES,11/5/2018,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.702,0.913,11,-2.977,1,0.0374,0.0514,3.71e-06,0.166,0.735,137.982,237685
992,27YP211Rr8RezhiFVDLFI8,Waiting For Tomorrow (feat. Mike Shinoda),Martin Garrix,59,5dv1oLETxdsYOkS2Sic00z,BYLAW EP,10/19/2018,"Festival Music 2019 - Warm Up Music (EDM, Big Room & Progressive House)",73uj4YmsC7SJ6SbUMTvf07,edm,progressive electro house,0.507,0.887,5,-4.084,0,0.141,0.00731,0,0.562,0.336,128.015,247505
993,0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,Dynoro,84,1c79SozES9Eb3Lzf9KVaIa,In My Mind,6/8/2018,🔊BASSBOOSTED🔊⚡ELECTRO HOUSE⚡🔥EDM CAR MUSIC2018/2019🔥,4GSiiL8tcMgvoV7K1IADb8,edm,electro house,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560
994,7eurOgoz8MJB50prrw3Sv5,Fallen (feat. Desiree Dawson) (WILLIAM BLACK Remix),ARMNHMR,48,3Os5zZtw01oZ7ahVQ9k4Zz,Fallen (feat. Desiree Dawson) (WILLIAM BLACK Remix),4/17/2016,Pop EDM,5EgzhnSirHRvu1AqlFLllv,edm,pop edm,0.578,0.678,0,-8.206,0,0.0666,0.143,1.3e-06,0.143,0.237,145.021,232923
995,1qqRjft6v31fj25748LBLW,Cuando Te Miro,Jesús & Yorky,0,6l0xuZ0j1l6lk3ngdJ6qAX,Cuando Te Miro,10/31/2016,MIX LATIN POP°,6IS6XTdbS9qJZgfjNKgpB8,latin,latin pop,0.767,0.929,9,-4.392,1,0.0621,0.137,0,0.259,0.962,126.046,209895
996,6f4UPdDBQONKJBRqwZGjaJ,Cásate Conmigo,Silvestre Dangond,68,037f8ym7M1fzMAaWHtHY98,Cásate Conmigo,9/15/2017,MIX LATIN POP°,6IS6XTdbS9qJZgfjNKgpB8,latin,latin pop,0.563,0.877,1,-2.082,0,0.12,0.0293,0,0.0749,0.646,93.832,209033
997,1wp0NDVViJ1DCoYct05RLh,Burn - 2004 Remix,Deep Purple,18,4OjTMhCfhJHdUDdIT1wi6D,Deepest Purple (30th Anniversary Edition),1980,70s Hard Rock,6pZlZ20vt3aDjIKw98aBtQ,rock,hard rock,0.194,0.932,0,-6.72,1,0.0506,0.0142,0.0281,0.403,0.579,195.651,362840
998,5p7ujcrUXASCNwRaWNHR1C,Without Me,Halsey,88,0zzrCTzvL4ZmR42xF46Afm,Without Me,10/4/2018,Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661
999,10LRRKPmx8uHcSxLVWK0ct,Tonight's the Night (Gonna Be Alright) - 2009 Remaster,Rod Stewart,55,7nge8Pafna5rU1a0ek7dKN,A Night on the Town (Deluxe Edition),1976,Soft Rock Drive,37i9dQZF1DX6TIU4D13lOY,rock,classic rock,0.55,0.514,11,-12.617,1,0.0523,0.336,0.125,0.382,0.724,136.542,237120
1000,6Al0Kpd4VrRZ0Z4kTThNPa,Volví a Nacer,Carlos Vives,65,5aYaYsDnVXSvVTP7KTHmSl,Corazón Profundo (Versión Deluxe),4/21/2013,Latin Pop Classics,37i9dQZF1DX6ThddIjWuGT,latin,latin pop,0.588,0.812,5,-4.172,1,0.0429,0.0171,0,0.111,0.512,97.98,222213
1001,1JkZg3eMQTmTn93E8Yd3UL,I Want You to Want Me,Cheap Trick,70,2sXJQdHykPYcRQ7xFhwzMR,In Color,1977-09,Classic Rock Drive,37i9dQZF1DXdOEFt9ZX0dh,rock,classic rock,0.806,0.462,2,-12.778,1,0.0298,0.78,0.0134,0.15,0.736,92.726,191227
1002,7GZ6edN5wxF9icp7wIUoR8,Maan!!,Big Moe featuring E.S.G. & Big Pokey,0,7hfXAZkTDCoZJuobL8phmN,City Of Syrup,2000,90's Southern Hip Hop,2NMW1nwQYSVlXd26uLenX6,rap,southern hip hop,0.891,0.744,1,-8.563,1,0.402,0.0326,0,0.151,0.483,91.068,244440
1003,0Qew3aYvQPGPjfL7gbe6x1,Nobody,Martin Jensen,66,0eMIuQHirCneY8uw37o03y,Nobody,3/1/2019,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.673,0.687,6,-5.295,0,0.0623,0.269,0,0.181,0.524,96.964,211040
1004,2z7jgiPYYpJN2jkwcFzg3F,Bells At Midnight - Radio Edit,Thomas Newson,0,2mNffypEFYQnDwi7FHOyiU,Bells At Midnight,12/12/2014,"Electrónica, Progressive House, Electro House y más 🎧",0o5gKmuET7F3lQnpFxvPO8,edm,progressive electro house,0.567,0.945,0,-6.325,0,0.165,0.0307,1.85e-05,0.0761,0.448,127.961,202969
1005,7DNGqrLnd07C2FPpAdn6cc,"River - Recorded At RAK Studios, London",Sam Smith,67,0nu6CXfrJdNcVCvOojAdcW,Spotify Singles - Holiday,11/29/2017,Urban contemporary,0qOJuaqHeg4u1i6gjPKnxE,r&b,urban contemporary,0.472,0.181,10,-11.417,1,0.0406,0.896,1.02e-06,0.11,0.198,116.155,208573
1006,57gkpm9dZdFfp1xoBvcZTx,A Sky Full of Stars - Robin Schulz Edit,Coldplay,51,1SrvubPy1Dg2BWJyTMcmgr,Prayer,9/16/2014,Mix ElectroPop//ElectroHouse// DeepHouse 2020,23swqzpOZwW1NhPiZ7iyFI,pop,electropop,0.638,0.847,6,-5.648,1,0.0338,0.00405,0.0419,0.4,0.333,123.042,195160
1007,00X2yv2vrtritPt2CZnUTZ,Bené,PNL,62,5GFHFEASZeJF0gyWuDDjGE,Dans la légende,9/16/2016,Chixtape 5 - Tory Lanez,0UXwwVDipbBQeEX7h4YuKU,r&b,urban contemporary,0.784,0.7,7,-7.649,0,0.108,0.491,0,0.108,0.769,82.028,190067
1008,7Lvia65hnEybyNffeaXIpL,Trika Trika,Faydee,61,3jYAXHAgIEFUaXtdbyOviV,Trika Trika,10/24/2019,Global X,37i9dQZF1DWUxHPh2rEiHr,latin,latin pop,0.825,0.606,6,-8.143,0,0.372,0.383,0,0.087,0.714,174.048,168647
1009,2EDHz4tC3pZDkxAJln2sB3,Energia,Tim Hox,37,1DAYMa9ojJpOW07foafYqb,Energia,12/13/2019,Pop Dance Hits,7eERKCkgNKCCx5GYdeMIZf,pop,dance pop,0.806,0.811,11,-6.366,0,0.0689,0.0123,0.094,0.772,0.899,125.968,204772
1010,0tqTXPcnB2x8IncNh7zSz9,It's OK To Be Black,Jac Ross,43,5UCeo0c4vQIrKe3JZaxVlY,It's OK To Be Black,1/10/2020,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.565,0.786,2,-3.485,0,0.252,0.26,4.16e-06,0.366,0.516,160.02,161200
1011,2CPqh63wRVscbceKcPxwvv,The Ocean (feat. Shy Martin),Mike Perry,73,4pgNeQfSctryAw4e0uESHe,The Ocean (feat. Shy Martin),4/15/2016,@deniceemoberg EDM - POP REMIXES,2fbrY1tuoW8Uji14H7623k,edm,pop edm,0.632,0.575,5,-6.478,1,0.029,0.0225,1.81e-06,0.104,0.188,90.037,183414
1012,17rF54WvGGqPVxDheq8PP8,Mantém,WIU,71,2e15uAU6zg3r8zAUlFKv0G,Mantém,10/9/2019,Verão 2020 | Pop | Funk | Sertanejo | EDM | Top Hits 2019 - As Mais Tocadas,5HmZtuuIDMtIy21kylqhx6,edm,pop edm,0.754,0.765,10,-5.354,0,0.0777,0.38,0,0.113,0.53,129.983,195692
1013,5KFx45L84KmBINWLh6TEiL,Demasiado Tarde,Micro Tdh,74,6ZWbDDl3KHIruXOq6rZxGa,Demasiado Tarde,11/11/2019,Trap Land,37i9dQZF1DXde9tuMHuIsj,rap,trap,0.823,0.556,6,-7.141,1,0.0889,0.6,0.000694,0.3,0.557,129.985,271548
